TransactionAmount,TransactionDate,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,CustomerAge_binned,TransactionAmount_binned
-0.9678409131443557,619,1,36,0,1.4229314390024115,0,-0.5483097847038818,-0.20551575924182838,0.0024230560740608263,105,0,0
0.2702960535295025,1076,1,15,0,1.310887233435284,0,0.2976905228427613,-0.20551575924182838,2.213710304014216,192,0,0
-0.5842458070811031,1148,1,23,2,-1.4341958029593385,3,-0.9008099128483165,-0.20551575924182838,-1.0179345993397395,41,1,0
-0.3852344779907117,747,1,33,2,-1.0420410834743925,3,-1.3379100717474155,-0.20551575924182838,0.8864699552427522,163,1,0
-0.7009653874821676,578,1,28,0,-1.4902179057429021,3,0.7347906817418604,-0.20551575924182838,-1.1050567646462464,13,1,0
1.7736333087713327,556,1,26,0,0.5825998972489556,0,0.0015904152014362305,-0.20551575924182838,-1.0436285669575067,9,0,0
-0.36636241929669067,212,1,22,2,-1.322151597392211,3,0.7488906868676377,-0.20551575924182838,-0.9139874501616999,49,1,0
1.6567085972975073,1960,1,22,0,-1.0420410834743925,3,0.04389043057876839,-0.20551575924182838,-1.2564509309649683,43,1,0
-0.4450985627248253,256,1,21,2,-1.4902179057429021,3,0.19899048696231963,-0.20551575924182838,-1.2282584059308022,226,1,0
0.5752917702131277,2123,1,10,0,-0.4818200556387552,1,0.1284904613334327,-0.20551575924182838,-0.41869255711543524,355,1,0
0.6692418015377104,2135,1,8,2,-0.31375374728806404,1,1.6089909995400582,-0.20551575924182838,0.0018502036060226768,327,1,0
-0.8132062727946149,378,1,20,1,1.4789535417859752,2,-1.1546100051123094,-0.20551575924182838,0.16575761602345412,181,0,0
-0.7227776582190978,1341,1,19,1,-0.3697758500716278,0,-0.3791097231945532,-0.20551575924182838,1.0340638592065423,110,1,0
-0.8375484934289319,940,1,1,2,-0.31375374728806404,1,0.0015904152014362305,-0.20551575924182838,0.9902662191725141,38,1,0
-0.5184329212369178,400,1,33,2,-1.322151597392211,3,-0.336809707817221,-0.20551575924182838,-0.8111425305092158,46,1,0
-0.8781644458356291,548,1,25,1,-0.42579795285519145,1,-0.35090971294299844,-0.20551575924182838,-0.6179173471382577,335,1,0
-0.5802799396743886,146,1,19,2,-0.0336432333702454,0,1.087290809886295,-0.20551575924182838,-0.8517792524606761,298,1,0
-0.8239756541145725,1587,1,11,1,-0.9860189806908287,3,2.29989125070315,-0.20551575924182838,-0.9592837131701494,127,1,0
-0.8138900430371518,203,1,3,0,-0.8739747751237013,0,1.933291117432938,-0.20551575924182838,1.2073133701317573,35,1,0
1.9850892562758973,461,1,20,2,-1.2661294946086474,3,0.42459056897475783,-0.20551575924182838,-1.202922471105559,87,1,0
-0.5894766494365112,1741,1,39,1,0.24646728054757322,1,-1.0559099692318676,-0.20551575924182838,0.16929446853817212,0,0,0
-0.7488976814840108,1974,1,25,1,-1.0420410834743925,3,0.35409054334587087,-0.20551575924182838,-1.074641878921343,354,1,0
0.13145650578236626,147,1,28,2,0.5825998972489556,2,1.3551909072760653,-0.20551575924182838,-1.0442653538527813,69,0,0
0.10697753109954204,1263,1,35,0,1.0307767195174653,2,-0.012509589924341155,-0.20551575924182838,-0.1992389143150136,68,0,0
-0.8997032084755444,47,1,30,2,-0.3697758500716278,0,-1.4225101025020797,-0.20551575924182838,2.330216732078575,321,1,0
-0.8268816776453548,623,1,40,0,-1.4341958029593385,3,-0.04070960017589593,-0.20551575924182838,-1.2431269963289011,100,1,0
0.024378085801073333,1231,1,21,1,-0.9860189806908287,3,-1.2251100307411964,-0.20551575924182838,-1.082825485607603,210,1,0
0.4721108406142956,1680,1,6,1,1.6470198501366664,2,-0.42140973857188535,-0.20551575924182838,-0.10982789651344342,288,0,0
